created_at,user.id,extended_tweet.full_text,text,place.name,LATITUDE,LONGITUDE,coordinates.coordinates,place.bounding_box.coordinates
Thu Jul 26 14:15:16 +0000 2018,7.57E+17,Banarasi silk elegant organza saree #sareelove #sareeindia #sareeaddict #saree #silksaree #sarees #sareestyle #sareesusa #sareeblog #saree😍 #sareeday #sareefashion #sareesofinstagram… https://t.co/m1dN4TpQ7k,Banarasi silk elegant organza saree #sareelove #sareeindia #sareeaddict #saree #silksaree #sarees #sareestyle… https://t.co/dhIQBuDMMK,Dartford,51.45,0.216667,"[0.216667,51.45]","[[[0.150383,51.414106],[0.150383,51.466343],[0.262875,51.466343],[0.262875,51.414106]]]"
Thu Jul 26 14:15:18 +0000 2018,216112574,"Had a wonderful time storyboarding &amp; shooting “OATH BOUND” with first time director OLA LANIYAN (brilliant team)
CREW
Writer/ director @laniyansink 
DP/ Storyboard @akpe1 
Producer… https://t.co/pT08rqsnfR","Had a wonderful time storyboarding &amp; shooting “OATH BOUND” with first time director OLA LANIYAN (brilliant team)
CR… https://t.co/NlPhentrCm",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:15:22 +0000 2018,8.65E+17,"*** Public service announcement *** 

GOOD NEWS!

After a few of you messaging us about the heatwave and what it's going to be like in the venue... (Trust the ""Hottest synthwave event of… https://t.co/GdgsK0pjqd","*** Public service announcement *** 

GOOD NEWS!

After a few of you messaging us about the heatwave and what it's… https://t.co/ozLjYWfo0o",Paddington,51.52364646,-0.14443027,"[-0.14443027,51.52364646]","[[[-0.21607,51.509879],[-0.21607,51.539792],[-0.13016,51.539792],[-0.13016,51.509879]]]"
Thu Jul 26 14:15:26 +0000 2018,7.57E+17,Banarasi chanderi silk jangla saree with blouse pc #sareelove #sareeindia #sareeaddict #saree #silksaree #sareesusa #sareestyle #sarees #sareestyle #sareesusa #sareeblog #saree😍 #sareeday… https://t.co/crTVn1ayEa,Banarasi chanderi silk jangla saree with blouse pc #sareelove #sareeindia #sareeaddict #saree #silksaree #sareesusa… https://t.co/OyKSMyooQ9,Dartford,51.45,0.216667,"[0.216667,51.45]","[[[0.150383,51.414106],[0.150383,51.466343],[0.262875,51.466343],[0.262875,51.414106]]]"
Thu Jul 26 14:15:37 +0000 2018,7.57E+17,,Just posted a photo @ Dartford https://t.co/iGHbHR9XC9,Dartford,51.45,0.216667,"[0.216667,51.45]","[[[0.150383,51.414106],[0.150383,51.466343],[0.262875,51.466343],[0.262875,51.414106]]]"
Thu Jul 26 14:15:39 +0000 2018,216112574,"Had a wonderful time storyboarding &amp; shooting “OATH BOUND” with first time director OLA LANIYAN (brilliant team)
CREW
Writer/ director @laniyansink 
DP/ Storyboard @akpe1 
Producer… https://t.co/MeNaWJEpZ7","Had a wonderful time storyboarding &amp; shooting “OATH BOUND” with first time director OLA LANIYAN (brilliant team)
CR… https://t.co/vf4WwMPMkN",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:16:08 +0000 2018,67881465,,When it is +34 C outside #keepcool #heat @ Hampstead Town https://t.co/JiDgVPFCGO,Camden Town,51.5541,-0.1744,"[-0.1744,51.5541]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 14:16:16 +0000 2018,2987574778,"Tune in2 @AskAvaniShow REPLAY NOW - Thursday 3pm UK GMT 

https://t.co/YXOHMGsN0Y

💻📱🌎

I❤️2💬💯😉💋

#UKSOULQUEENDIVA IN THE HOUSE ON THE AIRWAVES OF US RADIO AND… https://t.co/G4VpgCZvNP","Tune in2 @AskAvaniShow REPLAY NOW - Thursday 3pm UK GMT 

https://t.co/YXOHMGsN0Y

💻📱🌎

I❤️2💬💯😉💋

#UKSOULQUEENDIVA… https://t.co/F50qtK6q0N",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:16:27 +0000 2018,7786722,,"@psmith @TomChivers Wait, Fox is MSNBC’s father?",Paddington,51.5186201,-0.1435133,"[-0.1435133,51.5186201]","[[[-0.21607,51.509879],[-0.21607,51.539792],[-0.13016,51.539792],[-0.13016,51.509879]]]"
Thu Jul 26 14:16:49 +0000 2018,154647182,Don’t miss out on our open pit lane track day next week at @SilverstoneUK #rmatrackdays #silverstone #homeofmotorsport @ Silverstone https://t.co/UKTVSr19ye,Don’t miss out on our open pit lane track day next week at @SilverstoneUK #rmatrackdays #silverstone… https://t.co/jE5ai8TJky,South East,52.07022126,-1.01657867,"[-1.01657867,52.07022126]","[[[-1.957296,50.574606],[-1.957296,52.196285],[1.451788,52.196285],[1.451788,50.574606]]]"
Thu Jul 26 14:16:49 +0000 2018,108598600,,"I'm at Woodside Park London Underground Station in London, Greater London https://t.co/kqf7BirIfm",Barnet,51.61807221,-0.18552256,"[-0.18552256,51.61807221]","[[[-0.292579,51.555179],[-0.292579,51.66859],[-0.12921,51.66859],[-0.12921,51.555179]]]"
Thu Jul 26 14:17:00 +0000 2018,3234300949,,"Did You learn something ..? @ London, United Kingdom https://t.co/mkMzM1vuJC",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:17:40 +0000 2018,419415667,"💦 Ensure your lashes are always clean, especially in this hot weather 💦
.
.
To book your appointment, click the link in the bio or get in touch for more info
. 
.
 #lashesbromley… https://t.co/t1uurrAlYM","💦 Ensure your lashes are always clean, especially in this hot weather 💦
.
.
To book your appointment, click the lin… https://t.co/7JHNrfFaSm",Bromley,51.4,0.05,"[0.05,51.4]","[[[-0.080526,51.343417],[-0.080526,51.445223],[0.133124,51.445223],[0.133124,51.343417]]]"
Thu Jul 26 14:26:42 +0000 2018,409576326,,Summer cooler for y’a! #iceicebaby #icecube #newingtongreen #ice #coolmedown @ Feest  at the Greenhouse N16 https://t.co/ZngkhBVprn,Islington,51.55282255,-0.08797642,"[-0.08797642,51.55282255]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 14:26:42 +0000 2018,353628014,"at #London 🇬🇧 during #LFWM 📷 taken by #YuFujiwara #8and2 …………………………………………………………………………
#FashionWeek #documentary #analogphotography #filmphotography #leicamp #8and2london… https://t.co/MaohQhq9bU","at #London 🇬🇧 during #LFWM 📷 taken by #YuFujiwara #8and2 …………………………………………………………………………
#FashionWeek #documentary… https://t.co/2M4CUlBoAT",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:27:05 +0000 2018,304848157,Very hot first leg of Hot Chillee London to Paris done - 175km London to Folkestone. Legs holding up ok despite only 6 weeks of training after pneumonia. Only 350km to go in the next two… https://t.co/rqtPAk22cv,Very hot first leg of Hot Chillee London to Paris done - 175km London to Folkestone. Legs holding up ok despite onl… https://t.co/XhTR9M5pMl,South East,51.09485116,1.04478555,"[1.04478555,51.09485116]","[[[-1.957296,50.574606],[-1.957296,52.196285],[1.451788,52.196285],[1.451788,50.574606]]]"
Thu Jul 26 14:27:17 +0000 2018,44336603,"The Prince Philip Platter featuring homemade humous, falafel gherkins and toast and spicy sauce is perfect nibble food in this weather! Available round Little Nan's Fitzrovia Kitchen and… https://t.co/6CXxqUvjiy","The Prince Philip Platter featuring homemade humous, falafel gherkins and toast and spicy sauce is perfect nibble f… https://t.co/2zDHji2Lac",Camden Town,51.5239279,-0.1398545,"[-0.1398545,51.5239279]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 14:27:44 +0000 2018,75021934,HEATWAVE...#london #summer #heatwave #sisteract #love #random #sunshine #heat #summervibes #thursday #life #lovinglife #lol #lmfao #pmsl #smile #student #muso #studentlife #lgbt #lgbtq @… https://t.co/Rvok9NkuCC,HEATWAVE...#london #summer #heatwave #sisteract #love #random #sunshine #heat #summervibes #thursday #life… https://t.co/WmXynFTpv6,Camberwell,51.495,-0.101,"[-0.101,51.495]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 14:27:55 +0000 2018,2309770436,"Look for beauty inside and outside. When you find it, eat it and show who’s boss 🙄😄❤️

#EatBeautiful
.
.
#MaitreChoux #EatPretty #EatInColour #ColoursEveryday #EatTheRainbow #ChouxPastry… https://t.co/RhhTiRTeh2","Look for beauty inside and outside. When you find it, eat it and show who’s boss 🙄😄❤️

#EatBeautiful
.
.… https://t.co/cVIGUsV8oK",Hammersmith,51.50760726,-0.22270918,"[-0.22270918,51.50760726]","[[[-0.254563,51.463873],[-0.254563,51.532901],[-0.177653,51.532901],[-0.177653,51.463873]]]"
Thu Jul 26 14:28:34 +0000 2018,221815668,,Drinking a Mandarina by @eastlondonbrew at @pubcathope — https://t.co/miX31qp7kU,Sutton,51.3672,-0.16725,"[-0.16725,51.3672]","[[[-0.245869,51.330352],[-0.245869,51.393443],[-0.117306,51.393443],[-0.117306,51.330352]]]"
Thu Jul 26 14:29:29 +0000 2018,130297856,,Going to start a revolution from my bench @ Barons Court tube station https://t.co/7l6S2jqK86,Hammersmith,51.490556,-0.213611,"[-0.213611,51.490556]","[[[-0.254563,51.463873],[-0.254563,51.532901],[-0.177653,51.532901],[-0.177653,51.463873]]]"
Thu Jul 26 14:31:26 +0000 2018,7.38E+17,A grande richiesta a Sorrento In oggi il dolce del giorno: LA PASTIERA! #dolcedelgiorno #enjoydessert #pastieranapoletana #enjoypizza #italianrestaurant🇮🇹 #sorrentofood #sorrentoinnorbury… https://t.co/SDtuXIpHJF,A grande richiesta a Sorrento In oggi il dolce del giorno: LA PASTIERA! #dolcedelgiorno #enjoydessert… https://t.co/zfdWxb6Dbq,Croydon,51.40375709,-0.11911154,"[-0.11911154,51.40375709]","[[[-0.161749,51.294332],[-0.161749,51.42353],[-0.023517,51.42353],[-0.023517,51.294332]]]"
Thu Jul 26 14:32:02 +0000 2018,53090198,"Don't waste time looking back for what you have lost. MOVE ON, for life wasn't meant to be travelled backwards. In tagalog, ""Lakad na dami mo pang arteh!"" 😂😝 😘 #hugotpamore @ Camden Market https://t.co/9WlhAPt5XD","Don't waste time looking back for what you have lost. MOVE ON, for life wasn't meant to be travelled backwards. In… https://t.co/A4MGEiYfiT",Camden Town,51.54126976,-0.1457438,"[-0.1457438,51.54126976]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 14:32:05 +0000 2018,88546115,The 2018 English Aeropress Championship hosted by @ozonecoffeeuk is almost here and @caravelacoffee is very excited to be part of this. We are honored to be supplying the coffee for the… https://t.co/2rycs5R55r,The 2018 English Aeropress Championship hosted by @ozonecoffeeuk is almost here and @caravelacoffee is very excited… https://t.co/jsUnspQ4bg,Islington,51.52467895,-0.08678207,"[-0.08678207,51.52467895]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 14:32:15 +0000 2018,27847155,,https://t.co/cGbkkwFHAS Kelly Rowland gets temporary tattoo for friend Demi Lovato https://t.co/rhOymK16gp https://t.co/B0g5hPfODr,Tottenham,51.57533181,-0.10380927,"[-0.10380927,51.57533181]","[[[-0.170246,51.564585],[-0.170246,51.611218],[-0.034078,51.611218],[-0.034078,51.564585]]]"
Thu Jul 26 14:32:16 +0000 2018,321050455,"Be honest, be truthful, be the one who makes a difference, be the one who leads by example, be the light on earth;#sagittarius #basdayeramnarine #lindaaaliyahramnarinearora… https://t.co/npJHP4dbmA","Be honest, be truthful, be the one who makes a difference, be the one who leads by example, be the light on earth;… https://t.co/lcMNfoUvLE",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:32:20 +0000 2018,27847155,,https://t.co/cGbkkwFHAS Lily Allen moved to tears by Mercury Music prize nomination https://t.co/BcVzzQjM6E https://t.co/65B2Lvjdrp,Tottenham,51.57533181,-0.10380927,"[-0.10380927,51.57533181]","[[[-0.170246,51.564585],[-0.170246,51.611218],[-0.034078,51.611218],[-0.034078,51.564585]]]"
Thu Jul 26 14:32:28 +0000 2018,14883450,"4th stop of the #13 bus pub crusade @ Swiss Cottage Station/Finchley Road (@ Ye Olde Swiss Cottage in Swiss Cottage, Greater London) https://t.co/jv3sj08Rex",4th stop of the #13 bus pub crusade @ Swiss Cottage Station/Finchley Road (@ Ye Olde Swiss Cottage in Swiss Cottage… https://t.co/Z9yElTc2nU,Camden Town,51.54322483,-0.17482258,"[-0.17482258,51.54322483]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 14:32:50 +0000 2018,409576326,Bad photo of our delicious (gluten-free) chicken souvlaki sans wrap. Basically a bangin chicken salad made with beautifully homegrown leaves and edible flowers  by our chef… https://t.co/FFZP4FjVnK,Bad photo of our delicious (gluten-free) chicken souvlaki sans wrap. Basically a bangin chicken salad made with bea… https://t.co/edYL7d1RnD,Islington,51.55282255,-0.08797642,"[-0.08797642,51.55282255]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 14:33:05 +0000 2018,3234300949,,"You..love it. @ London, United Kingdom https://t.co/yWHB23yKbi",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:33:57 +0000 2018,569974829,The One Armed Bandit prefers a “guilty Indian”#paintedheron #london #indian #indianfood #sw3 #sw10 #riverthames #thames # #guilty #notguilty #restaurant @ Cheyne Walk https://t.co/NgXvqW2OHM,The One Armed Bandit prefers a “guilty Indian”#paintedheron #london #indian #indianfood #sw3 #sw10 #riverthames… https://t.co/djyRSQLcWl,Kensington,51.4823,-0.1727,"[-0.1727,51.4823]","[[[-0.228589,51.477225],[-0.228589,51.530348],[-0.149791,51.530348],[-0.149791,51.477225]]]"
Thu Jul 26 14:34:18 +0000 2018,235587544,Starting my hols the right way. With copious amounts of booze and the @nytimesphoto #outofoffice #hols #swedenhereicome #reunion #travel @ Heathrow Terminal 5 https://t.co/Iqzs26bgif,Starting my hols the right way. With copious amounts of booze and the @nytimesphoto #outofoffice #hols… https://t.co/ThyaSvA2Z4,London,51.4728,-0.48756,"[-0.48756,51.4728]","[[[-0.510365,51.286702],[-0.510365,51.691824],[0.334043,51.691824],[0.334043,51.286702]]]"
Thu Jul 26 14:34:22 +0000 2018,21180461,"Nothing new or exciting...but first croc since shoulder surgery. For some reason that’s been a painful one! 🐊🐊🐊💪🏼
#shoulderrehab #postsurgery #backintheair #hoop #aerial #circus #ncca… https://t.co/SX44S6dJO5",Nothing new or exciting...but first croc since shoulder surgery. For some reason that’s been a painful one! 🐊🐊🐊💪🏼… https://t.co/p18qD6tG0Q,Hackney,51.52753345,-0.08250654,"[-0.08250654,51.52753345]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 14:34:40 +0000 2018,207499280,"Fully charged and ready for @y_not_festival tomorrow with @justtalentent! 
.
.
.
.
.
.
.
.
.
#beatfox #cyphercycles #sub #speaker #boombox #tricycle #theoriganal #beatbox #upgrade… https://t.co/JuhexMfukX","Fully charged and ready for @y_not_festival tomorrow with @justtalentent! 
.
.
.
.
.
.
.
.
.
#beatfox #cyphercycles… https://t.co/4ZWTQz97wH",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:35:25 +0000 2018,252796023,"Happy Birthday Ma! And soon to be Grandma we love you 👵🏼❤️ 
.
.
.
.
.
#birthday #celebration #afternoontea #mumanddaughter #family #love #hornchurch #essex #daysout #sunnydays @ Liana's… https://t.co/en433X2BMa","Happy Birthday Ma! And soon to be Grandma we love you 👵🏼❤️ 
.
.
.
.
.
#birthday #celebration #afternoontea… https://t.co/U05k4XxSKd",Romford,51.56567,0.21863,"[0.21863,51.56567]","[[[0.140821,51.500544],[0.140821,51.62063],[0.280358,51.62063],[0.280358,51.500544]]]"
Thu Jul 26 14:36:47 +0000 2018,252796023,"Happy Birthday Ma! And soon to be Grandma we love you 👵🏼❤️ 
.
.
.
.
.
#birthday #celebration #afternoontea #mumanddaughter #family #love #hornchurch #essex #daysout #sunnydays @ Liana's… https://t.co/en433XkcDI","Happy Birthday Ma! And soon to be Grandma we love you 👵🏼❤️ 
.
.
.
.
.
#birthday #celebration #afternoontea… https://t.co/q3Zv5R066s",Romford,51.56567,0.21863,"[0.21863,51.56567]","[[[0.140821,51.500544],[0.140821,51.62063],[0.280358,51.62063],[0.280358,51.500544]]]"
Thu Jul 26 14:36:50 +0000 2018,45613887,"London!! Tkts go live on Friday!! @wandecoal live in concert!
With Live Band + special guests
Tkts go live on Friday 
https://t.co/Yqkh6ADxo8 @ indigo at The O2 https://t.co/e9jlnh1gxv","London!! Tkts go live on Friday!! @wandecoal live in concert!
With Live Band + special guests
Tkts go live on Frida… https://t.co/6uDr9FoIxn",Greenwich,51.50235454,0.00468341,"[0.00468341,51.50235454]","[[[-0.033551,51.436221],[-0.033551,51.506788],[0.06353,51.506788],[0.06353,51.436221]]]"
Thu Jul 26 14:36:51 +0000 2018,73370912,"Does your jiu-jitsu involve Striking ?  If not why not.
#heliogracie #roylergracie #graciejiujitsu #selfdefense #jiujitsu #jiujitsulifestyle #jiujiteiro #ekbjj #defesapessoal… https://t.co/uOoKeYPGzS","Does your jiu-jitsu involve Striking ?  If not why not.
#heliogracie #roylergracie #graciejiujitsu #selfdefense… https://t.co/oIue7bKhdr",Walthamstow,51.5904803,-0.0368613,"[-0.0368613,51.5904803]","[[[-0.06111,51.549969],[-0.06111,51.648542],[0.023642,51.648542],[0.023642,51.549969]]]"
Thu Jul 26 14:36:53 +0000 2018,20249089,"Battle ridge Basin

#dayout #summer #sunshine #warmweather #london #canal #regentscanal #boats #canalboats #londoncanalmuseum

@canalmuseum @ London Canal Museum https://t.co/zFkfNiX1Jn","Battle ridge Basin

#dayout #summer #sunshine #warmweather #london #canal #regentscanal #boats #canalboats… https://t.co/a1Rd50Iw7O",Islington,51.53421744,-0.12025995,"[-0.12025995,51.53421744]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 14:37:02 +0000 2018,3028447767,,"Just posted a photo @ London, United Kingdom https://t.co/CgCoo5WKMv",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:37:08 +0000 2018,228836958,"Transformkids®️ community project awards  🏆 
Summer break now !!!
We look forward to seeing everyone again in September for some awesome new Transformkids®️ sessions 💪😎

👫Here at AEM… https://t.co/dZ5g17zwmo","Transformkids®️ community project awards  🏆 
Summer break now !!!
We look forward to seeing everyone again in Septe… https://t.co/TF8rRAoYoP",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:38:18 +0000 2018,1668775784,"Doing my best emoji impression 🤸🏽‍♂️

#nutrition 
#sleep 
#fitness 
#fatloss 
#motivation 
#health
#diet 
#training 
#fasting
#insulin
#lowcarb 
#transformation #transformationcoach… https://t.co/i4ench4e1P","Doing my best emoji impression 🤸🏽‍♂️

#nutrition 
#sleep 
#fitness 
#fatloss 
#motivation 
#health
#diet 
#training… https://t.co/JSXU28X04j",Wandsworth,51.45577187,-0.1929903,"[-0.1929903,51.45577187]","[[[-0.259465,51.417277],[-0.259465,51.486036],[-0.127974,51.486036],[-0.127974,51.417277]]]"
Thu Jul 26 14:38:25 +0000 2018,40354403,"The combination of mixed metals between the 18ct gold and oxidised silver conveys a sense of regal antiquity.⠀
.⠀
.⠀
.⠀
#oneofakind #oneofakindjewellery #lotus #symbolism… https://t.co/6P3TXDdzvl","The combination of mixed metals between the 18ct gold and oxidised silver conveys a sense of regal antiquity.⠀
.⠀
.… https://t.co/H81ENOpAjs",Hounslow,51.49262065,-0.26638456,"[-0.26638456,51.49262065]","[[[-0.457966,51.420633],[-0.457966,51.502851],[-0.243419,51.502851],[-0.243419,51.420633]]]"
Thu Jul 26 14:38:29 +0000 2018,9.38E+17,"Out today! Our new Session Pale Ale... 3.5% ABV - made with Simcoe, Amarillo, Nugget &amp; Chinook.

#hopeforhackney #beerforallsorts 

📷 susannah.alltimes @ Hackney Central https://t.co/xcDdkMjpRz","Out today! Our new Session Pale Ale... 3.5% ABV - made with Simcoe, Amarillo, Nugget &amp; Chinook.

#hopeforhackney… https://t.co/MpdxvlGvLV",Hackney,51.5433,-0.059486,"[-0.059486,51.5433]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 14:38:36 +0000 2018,3151871488,"Nice display and wood panelling from the @TheConranShop 👍🏼

#stool60 artekglobal #design #vm #windowdisplay #birch #ply #visualmerchandising #theconranshop #artek #furniture… https://t.co/n5OB8mrjI0","Nice display and wood panelling from the @TheConranShop 👍🏼

#stool60 artekglobal #design #vm #windowdisplay #birch… https://t.co/YjNtKa7FRR",Paddington,51.52226023,-0.15123942,"[-0.15123942,51.52226023]","[[[-0.21607,51.509879],[-0.21607,51.539792],[-0.13016,51.539792],[-0.13016,51.509879]]]"
Thu Jul 26 14:39:12 +0000 2018,22045240,"How many is too many??? ☕️ 
#affogato @associationec3 #coffeeculture #peanutbuttericecream #coffee @ The Association Coffee https://t.co/xnTVm9LS0u","How many is too many??? ☕️ 
#affogato @associationec3 #coffeeculture #peanutbuttericecream #coffee @ The Associatio… https://t.co/CBm50YdoIS",City of London,51.51427109,-0.10317333,"[-0.10317333,51.51427109]","[[[-0.112442,51.5068],[-0.112442,51.522161],[-0.073379,51.522161],[-0.073379,51.5068]]]"
Thu Jul 26 14:39:22 +0000 2018,32984775,,"I'm at @Tesco Metro in London, Greater London https://t.co/Qh4IL9RacD",Camden Town,51.5199635,-0.1343385,"[-0.1343385,51.5199635]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 14:39:56 +0000 2018,23599617,Ignore the boobs in the background... this squirrel is enjoying an afternoon rosé #rosé #squirrel #chiwawa #godot #wine #afternoontipple #winos #thirstythursday #sunnyafternoon… https://t.co/GuR611jdeo,Ignore the boobs in the background... this squirrel is enjoying an afternoon rosé #rosé #squirrel #chiwawa #godot… https://t.co/GrO1QpYtlf,Wandsworth,51.45899817,-0.17383549,"[-0.17383549,51.45899817]","[[[-0.259465,51.417277],[-0.259465,51.486036],[-0.127974,51.486036],[-0.127974,51.417277]]]"
Thu Jul 26 14:40:12 +0000 2018,3351714375,"We’ve got you covered for keeping cool on Saturday! 🌞🍦🍹⛵️ 
.
Ice cream ✅ 
Ice cold drinks ✅ 
Deckchairs in the shade or glorious sunshine ✅
Delicious Street Food ✅
Local Stalls ✅
Free… https://t.co/vMTda9pv0n","We’ve got you covered for keeping cool on Saturday! 🌞🍦🍹⛵️ 
.
Ice cream ✅ 
Ice cold drinks ✅ 
Deckchairs in the shad… https://t.co/ocGhdi9lcs",Poplar,51.50451,-0.02024,"[-0.02024,51.50451]","[[[-0.080028,51.48432],[-0.080028,51.545341],[0.009989,51.545341],[0.009989,51.48432]]]"
Thu Jul 26 14:40:19 +0000 2018,152732938,,Nice morning at the park. Now we are watching Incredibles 2 #vueislington #incredibles2 #withthedudes #vip @ Vue https://t.co/rCwJ4aX2rt,Islington,51.53427036,-0.10557175,"[-0.10557175,51.53427036]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 14:40:50 +0000 2018,58207284,"I miss my bombshell look... 

Should she make another comeback? She usually does once a year to be fair! ... #FrozenQueen #LuLuLove @ London, United Kingdom https://t.co/j2MsC9WYzz","I miss my bombshell look... 

Should she make another comeback? She usually does once a year to be fair! ...… https://t.co/8Q1JMKoLoL",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:40:51 +0000 2018,20249089,"lexi_loo_15 ttempting to teach a history lesson 🤣🤣🤣

#dayout #summer #sunshine #warmweather #london #canal #regentscanal #boats #canalboats #londoncanalmuseum… https://t.co/infbcTWNx7","lexi_loo_15 ttempting to teach a history lesson 🤣🤣🤣

#dayout #summer #sunshine #warmweather #london #canal… https://t.co/qfPt2HoGqN",Islington,51.53421744,-0.12025995,"[-0.12025995,51.53421744]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 14:41:31 +0000 2018,4371563429,We’re super excited to see Hollywood star Amanda Seyfried wearing our Little Paris Kimono Jacket in Mama Mia 2. Want one? See… https://t.co/jLHwBMoEpV,We’re super excited to see Hollywood star Amanda Seyfried wearing our Little Paris Kimono Jacket in Mama Mia 2. Wan… https://t.co/TyxEg2MQuL,Greenwich,51.47702629,0.02026677,"[0.02026677,51.47702629]","[[[-0.033551,51.436221],[-0.033551,51.506788],[0.06353,51.506788],[0.06353,51.436221]]]"
Thu Jul 26 14:41:33 +0000 2018,547201637,#hillsongconf @reuben_morgan with sheckeml https://t.co/L98ibrqorZ @hillsonglondon #london🇬🇧 #jesusrevolution @ The O2 https://t.co/NUth39wfTA,#hillsongconf @reuben_morgan with sheckeml https://t.co/L98ibrqorZ @hillsonglondon #london🇬🇧 #jesusrevolution @ The… https://t.co/ENAPqyyEk4,Greenwich,51.50258834,0.00435926,"[0.00435926,51.50258834]","[[[-0.033551,51.436221],[-0.033551,51.506788],[0.06353,51.506788],[0.06353,51.436221]]]"
Thu Jul 26 14:41:35 +0000 2018,64368930,,I just really love summer sunsets and sitting on hills at night @ Primrose Hill https://t.co/PB9wQPru9H,Camden Town,51.5396,-0.1608,"[-0.1608,51.5396]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 14:41:51 +0000 2018,70376041,,appreciating student life before i officially join adulthood 💯 @ UCL https://t.co/I9G2xR8JEY,Camden Town,51.52470729,-0.13456139,"[-0.13456139,51.52470729]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
