created_at,user.id,extended_tweet.full_text,text,place.name,LATITUDE,LONGITUDE,coordinates.coordinates,place.bounding_box.coordinates
Thu Jul 26 14:42:50 +0000 2018,569974829,"“Boating in a patriotic style anyone?” asks The One Armed Bandit. #boat #sailing #sail #riverthames #patriot #patriotic #britishflag #greatbritain @ The Waterside, Imperial Wharf https://t.co/0rd8PTbRf0",“Boating in a patriotic style anyone?” asks The One Armed Bandit. #boat #sailing #sail #riverthames #patriot… https://t.co/lNYd8ybbHH,Hammersmith,51.47256235,-0.18161774,"[-0.18161774,51.47256235]","[[[-0.254563,51.463873],[-0.254563,51.532901],[-0.177653,51.532901],[-0.177653,51.463873]]]"
Thu Jul 26 14:43:10 +0000 2018,20249089,"Narrowboat

#dayout #summer #sunshine #warmweather #london #canal #regentscanal #boats #canalboats #londoncanalmuseum @ London Canal Museum https://t.co/lz7ejbrSA0","Narrowboat

#dayout #summer #sunshine #warmweather #london #canal #regentscanal #boats #canalboats… https://t.co/75P5DVvPa0",Islington,51.53421744,-0.12025995,"[-0.12025995,51.53421744]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 14:43:18 +0000 2018,734327406,Dreamy spaces. Playing with moving images of my line drawings in preparation for an upcoming event back home. Conducting sound with visuals #silentimproviser #improvisedmusic #linedrawing… https://t.co/RiPAaiG9iF,Dreamy spaces. Playing with moving images of my line drawings in preparation for an upcoming event back home. Condu… https://t.co/ty5xc1mr9U,London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 14:43:25 +0000 2018,2431093020,"🗣NEW WORK👀 Cool @versace shoot I operated on under eddiethewheel and @samehhooper with cameronaxsel  
.
.
.
.
.
.
.
.
.
.
#filming #film #shotonfilm #fashion #versace #london @ Spring Studios https://t.co/Q4hPtTm9B3","🗣NEW WORK👀 Cool @versace shoot I operated on under eddiethewheel and @samehhooper with cameronaxsel  
.
.
.
.
.
.
.… https://t.co/1apNrVzSYZ",Camden Town,51.54998308,-0.14800125,"[-0.14800125,51.54998308]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 15:37:48 +0000 2018,4059743601,,No comment required #just-in #behemouth #dumptrump @ Kill The Cat https://t.co/dDPb5SfAEX,Poplar,51.5184915,-0.071576,"[-0.071576,51.5184915]","[[[-0.080028,51.48432],[-0.080028,51.545341],[0.009989,51.545341],[0.009989,51.48432]]]"
Thu Jul 26 15:40:03 +0000 2018,3537812055,"Three new cans in today Dennis Hopp’r and ALL CAPS from @mondobrewing
And Dame Melba Phantom by @beavertownbeer 😱
Grab a bucket of beer and cool down any 5 cans only £20
.
.
.
#welovebeer… https://t.co/96cpTovr0o","Three new cans in today Dennis Hopp’r and ALL CAPS from @mondobrewing
And Dame Melba Phantom by @beavertownbeer 😱
G… https://t.co/JKSK9pCuwA",Camden Town,51.5207596,-0.1168723,"[-0.1168723,51.5207596]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 15:40:21 +0000 2018,14471524,,My van is finally here ! @ Bristol Street Motors https://t.co/s3bhwgKi83,Bromley,51.34945,0.08832,"[0.08832,51.34945]","[[[-0.080526,51.343417],[-0.080526,51.445223],[0.133124,51.445223],[0.133124,51.343417]]]"
Thu Jul 26 15:40:28 +0000 2018,73908568,"Had this little fella check in for a bit of R&amp;R for a couple of hours - bit of sugar water and he got right to work making calls and booking jobs!! .
.
.
.
#voiceoveragent #voiceoverbee… https://t.co/Ka6s8jBGYs",Had this little fella check in for a bit of R&amp;R for a couple of hours - bit of sugar water and he got right to work… https://t.co/SOA4sZTFNf,London,51.5144074,-0.1353888,"[-0.1353888,51.5144074]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:40:49 +0000 2018,107390621,,Loving this #engagementring and #weddingring combo 🤩💍✨ @ Lewis Malka London https://t.co/NpBDSG25eo,Camden Town,51.51852833,-0.10870906,"[-0.10870906,51.51852833]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 15:40:50 +0000 2018,7.50E+17,"They were right! It has got warmer so I'm now going to swelter in my little tin box for the journey home 😰🌡🚗

#itsstillhotoutside #summer @ Dorking https://t.co/z2cJ0rFTU3",They were right! It has got warmer so I'm now going to swelter in my little tin box for the journey home 😰🌡🚗… https://t.co/zkktmRJJBU,South East,51.2167,-0.333333,"[-0.333333,51.2167]","[[[-1.957296,50.574606],[-1.957296,52.196285],[1.451788,52.196285],[1.451788,50.574606]]]"
Thu Jul 26 15:40:52 +0000 2018,130297856,,Food. Presidential Style. #trump @ Tower Bridge https://t.co/tujDfAOeXY,Camberwell,51.50514919,-0.07558474,"[-0.07558474,51.50514919]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 15:41:15 +0000 2018,44394353,,"Me and nephew smashing at the lakes #fishingtales #imburnt #memoriesforlife @ Paddock Wood, Kent https://t.co/pDzcgkR9b3",South East,51.1667,0.383333,"[0.383333,51.1667]","[[[-1.957296,50.574606],[-1.957296,52.196285],[1.451788,52.196285],[1.451788,50.574606]]]"
Thu Jul 26 15:41:15 +0000 2018,2305329174,Fabulous florals and Art Deco details... the beautifully designed @hotelcaferoyal #SilverSpoonStories @ Hotel Cafe Royal https://t.co/r4YSwq3Dui,Fabulous florals and Art Deco details... the beautifully designed @hotelcaferoyal #SilverSpoonStories @ Hotel Cafe… https://t.co/1gUzSAS5mp,London,51.51012558,-0.13590601,"[-0.13590601,51.51012558]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:41:45 +0000 2018,409215142,"What scares you most?
⠀
Recently I’ve had to make a few big life decisions &amp; it’s making me realise all the smallest &amp; biggest things in life that scare me most.
⠀
Everything that scares… https://t.co/s53OjCELbY","What scares you most?
⠀
Recently I’ve had to make a few big life decisions &amp; it’s making me realise all the smalles… https://t.co/etJ7OzGMGl",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:42:28 +0000 2018,9.94E+17,A little transformation Thursday#london #softlacquer #glowing #summer #waveshair #oribeobsessed #hairstyles #hair #hairstylist #hairdresser #waveshair #haircut #hairdo #hairstyle… https://t.co/RNL0RGwTWE,A little transformation Thursday#london #softlacquer #glowing #summer #waveshair #oribeobsessed #hairstyles #hair… https://t.co/txtZYhPNiB,London,51.5108363,-0.1267964,"[-0.1267964,51.5108363]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:42:53 +0000 2018,3351714375,"Fresh off the back of his debut performance at @thenedlondon we are delighted to be hosting cookielanes this Saturday at Limehouse Social 🎼🎸🎤
.
11am-5pm right next to Limehouse DLR, come… https://t.co/j6IVLrOvuZ",Fresh off the back of his debut performance at @thenedlondon we are delighted to be hosting cookielanes this Saturd… https://t.co/vGevwbZMol,Poplar,51.50451,-0.02024,"[-0.02024,51.50451]","[[[-0.080028,51.48432],[-0.080028,51.545341],[0.009989,51.545341],[0.009989,51.48432]]]"
Thu Jul 26 15:42:58 +0000 2018,18521805,,@SianWeather I’m happy to have another 6 weeks of this! Followed by 5 months of snow then this heat again.,Barnet,51.6486375,-0.22300725,"[-0.22300725,51.6486375]","[[[-0.292579,51.555179],[-0.292579,51.66859],[-0.12921,51.66859],[-0.12921,51.555179]]]"
Thu Jul 26 15:43:05 +0000 2018,263425576,,🌟💫😎💡  When should marketers use AR and when VR? https://t.co/aV2Mgsnc8f https://t.co/7m3kPvypaM,Camberwell,51.50831509,-0.10540009,"[-0.10540009,51.50831509]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 15:44:06 +0000 2018,8.88E+17,,‘Their jobs are disappearing’: how the demise of the high street is killing women’s jobs by Poppy Noor  https://t.co/oAeKBfMgkU,Tottenham,51.5825596,-0.1462133,"[-0.1462133,51.5825596]","[[[-0.170246,51.564585],[-0.170246,51.611218],[-0.034078,51.611218],[-0.034078,51.564585]]]"
Thu Jul 26 15:44:23 +0000 2018,243545988,A well earned cheat and totally worth it. Must be one of my 5 a day right??... it was strawberry after all..  😉 #catchup #missedcatchup #34degrees #cheat #noexcuses #itwaslovely #milkshake… https://t.co/J608beCxKr,A well earned cheat and totally worth it. Must be one of my 5 a day right??... it was strawberry after all..  😉… https://t.co/8NVMhkROOX,Sutton,51.38052,-0.19158,"[-0.19158,51.38052]","[[[-0.245869,51.330352],[-0.245869,51.393443],[-0.117306,51.393443],[-0.117306,51.330352]]]"
Thu Jul 26 15:44:42 +0000 2018,130297856,Politically drug legalistion is the new third rail of politics. If you want to be truly radical why not advocate #safer and #cleaner drugs by campaigning to #legaliseit @ Tower Bridge https://t.co/g1DxVle5MY,Politically drug legalistion is the new third rail of politics. If you want to be truly radical why not advocate… https://t.co/9i4gSB4cXC,Camberwell,51.50514919,-0.07558474,"[-0.07558474,51.50514919]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 15:45:07 +0000 2018,2567728987,,New in London! Cloe Cassandro x Paloma Blue Sample Sale https://t.co/KeXIt0QqqP #samplesale #london,City of London,51.514125,-0.093689,"[-0.093689,51.514125]","[[[-0.112442,51.5068],[-0.112442,51.522161],[-0.073379,51.522161],[-0.073379,51.5068]]]"
Thu Jul 26 15:45:41 +0000 2018,14265249,"Don't stop here, diesel 150 a litre, toilets flooded, queues too long, shelves empty. #wait #queues #Oxford (@ BP in Oxford, Oxfordshire) https://t.co/A2L8IP7lGr https://t.co/K7ghfghw9N","Don't stop here, diesel 150 a litre, toilets flooded, queues too long, shelves empty. #wait #queues #Oxford (@ BP i… https://t.co/PGKmMK9Gl4",South East,51.73871338,-1.09975262,"[-1.09975262,51.73871338]","[[[-1.957296,50.574606],[-1.957296,52.196285],[1.451788,52.196285],[1.451788,50.574606]]]"
Thu Jul 26 15:46:32 +0000 2018,8.88E+17,,Eszter Kantor's Brexit Update  https://t.co/B6wk32pB8W,Tottenham,51.5825596,-0.1462133,"[-0.1462133,51.5825596]","[[[-0.170246,51.564585],[-0.170246,51.611218],[-0.034078,51.611218],[-0.034078,51.564585]]]"
Thu Jul 26 15:47:45 +0000 2018,318997827,"I woke up today and instead of making breakfast I grabbed my camera. (I hope I tagged the right account in here because you actually made my day )
-
-
-
Certainly a good idea of flying a… https://t.co/yP6LSe4RTn",I woke up today and instead of making breakfast I grabbed my camera. (I hope I tagged the right account in here bec… https://t.co/7QKIkXIg7J,London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:48:03 +0000 2018,406538053,,"Just posted a photo @ London, United Kingdom https://t.co/0cDSamSxwv",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:48:08 +0000 2018,7.99E+17,,Marta Gili Resigns as Director of Paris’s Jeu de Paume https://t.co/Q8CKf7ADhQ https://t.co/BKwGFiDdqh,London,51.50931401,-0.13983965,"[-0.13983965,51.50931401]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:48:26 +0000 2018,21794436,,"Best dinner in the world!
#pieandmash @ W J Arment and Son Limited Pie and Mash https://t.co/iY9SmZLCkg",Camberwell,51.4843667,-0.0928047,"[-0.0928047,51.4843667]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 15:50:33 +0000 2018,3234300949,,"Off for a swim and dive session with fun integrated . 🏊‍♂️💗 @ London, United Kingdom https://t.co/ok0SXWlXG0",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:50:54 +0000 2018,391628568,,"#designreview ⚫️
.
.
.
#hlw 
#studiovibes
#designinspo
#archilovers
#interiordesign
#geeksquad @ Islington Angel https://t.co/XAigdlRS64",Islington,51.537424,-0.111121,"[-0.111121,51.537424]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 15:51:05 +0000 2018,1621271,,I'm at Terminal 3 - @heathrowairport in Hounslow https://t.co/deHd8qCQPV,Hillingdon,51.47109209,-0.45906544,"[-0.45906544,51.47109209]","[[[-0.508684,51.455116],[-0.508684,51.619006],[-0.376038,51.619006],[-0.376038,51.455116]]]"
Thu Jul 26 15:51:11 +0000 2018,7.07E+17,,Lou Grant’s composer has died https://t.co/VUsyySbdQy https://t.co/FmgAYINOdW,London,51.50097703,-0.17772317,"[-0.17772317,51.50097703]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:51:17 +0000 2018,1275367670,,"Leg day once again babyyyyy🙏🏾
#WeWorking
#LegDay @ Krunch Gym https://t.co/hLORUMOsvl",Waltham Abbey,51.68119888,-0.00417982,"[-0.00417982,51.68119888]","[[[-0.015449,51.670231],[-0.015449,51.705531],[0.038314,51.705531],[0.038314,51.670231]]]"
Thu Jul 26 15:51:32 +0000 2018,15767158,"Today I’ve been hiding from the heat and  working on a proposal for an exciting project in Parsons Green. It made me think back to this house in Streatham Hill, which was one of my… https://t.co/WI6Li1dYNS",Today I’ve been hiding from the heat and  working on a proposal for an exciting project in Parsons Green. It made m… https://t.co/2Ytf0pbxyT,Lambeth,51.4369028,-0.1222157,"[-0.1222157,51.4369028]","[[[-0.15191,51.410792],[-0.15191,51.509887],[-0.078902,51.509887],[-0.078902,51.410792]]]"
Thu Jul 26 15:51:37 +0000 2018,555833557,"Loving this song “Ya es hora” by @AnaMenaMusic , @iambeckyg and @delaghettoreal 
#girlgains #zumba #dance #latin #fitness #choreography #havingfun #fitfam #fitgirl #zumbafitness #yaeshora… https://t.co/zS45KqWfrc","Loving this song “Ya es hora” by @AnaMenaMusic , @iambeckyg and @delaghettoreal 
#girlgains #zumba #dance #latin… https://t.co/CT487cmJ1I",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:52:18 +0000 2018,8.54E+17,,"Welcome home❤️ (at @RadissonBlu Portman Hotel in London, Greater London) https://t.co/J3uKJle2Dr",Paddington,51.516179,-0.15778899,"[-0.15778899,51.516179]","[[[-0.21607,51.509879],[-0.21607,51.539792],[-0.13016,51.539792],[-0.13016,51.509879]]]"
Thu Jul 26 15:52:24 +0000 2018,2360225245,"Not that there’s any rain in sight, but we got u covered either way 😍 #342 #summerdrinks #southkensington #southken #deals #gin #prosecco @ The Hoop and Toy https://t.co/z4zgomgYhC","Not that there’s any rain in sight, but we got u covered either way 😍 #342 #summerdrinks #southkensington #southken… https://t.co/IRWcUQOeyw",Kensington,51.4946737,-0.1743241,"[-0.1743241,51.4946737]","[[[-0.228589,51.477225],[-0.228589,51.530348],[-0.149791,51.530348],[-0.149791,51.477225]]]"
Thu Jul 26 15:53:07 +0000 2018,28678124,"One that got away.... always great to work with the incredible genitoh

#Repost genitoh
・・・
#2018 #project with amazing #team 😎#bedhead #tigi #hair #cut by genitoh #colour by @boodaghian… https://t.co/O1K8YdBfSx","One that got away.... always great to work with the incredible genitoh

#Repost genitoh
・・・
#2018 #project with ama… https://t.co/ZvMsQk6YvW",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:53:57 +0000 2018,14431302,"Office #sunflowers surviving on air conditioning, as am I and all my colleagues. I’ve just left work and feel like I’ve walked right into an oven. London is stiflingly, chokingly hot… https://t.co/SleWpkXGix","Office #sunflowers surviving on air conditioning, as am I and all my colleagues. I’ve just left work and feel like… https://t.co/w0wkbiD9M2",City of London,51.51583333,-0.09222222,"[-0.09222222,51.51583333]","[[[-0.112442,51.5068],[-0.112442,51.522161],[-0.073379,51.522161],[-0.073379,51.5068]]]"
Thu Jul 26 15:54:25 +0000 2018,37740265,,"Baby’s first skin fade 😂 @ London, United Kingdom https://t.co/Vw2ahOXVMU",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:55:37 +0000 2018,9.44E+17,"A Big THANK YOU to andazlondon for inviting us for a special VIP viewing of the newly launched (ANDAZ)RED Suite, located at Andaz London Liverpool Street❤️
 
andazlondon has collaborated… https://t.co/sXiaWiK9Qs","A Big THANK YOU to andazlondon for inviting us for a special VIP viewing of the newly launched (ANDAZ)RED Suite, lo… https://t.co/FwcslXBQaZ",City of London,51.5171783,-0.0812366,"[-0.0812366,51.5171783]","[[[-0.112442,51.5068],[-0.112442,51.522161],[-0.073379,51.522161],[-0.073379,51.5068]]]"
Thu Jul 26 15:56:40 +0000 2018,251876308,"How do you like to spend a summers evening? What about starting with a glass of proseeco then cured mackerel, roast pollock &amp; chocolate &amp; hazelnut mouse all paired with wines finishing… https://t.co/pL59uVE2Wy","How do you like to spend a summers evening? What about starting with a glass of proseeco then cured mackerel, roast… https://t.co/1gPig49Wk2",Camden Town,51.5574415,-0.179226,"[-0.179226,51.5574415]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 15:56:44 +0000 2018,411126147,,Hockey cokey #whc #eng-u-land #takeyourstick #usok? @ Lee Valley Hockey and Tennis Centre https://t.co/RrnBlMDQLP,Walthamstow,51.55436,-0.01626,"[-0.01626,51.55436]","[[[-0.06111,51.549969],[-0.06111,51.648542],[0.023642,51.648542],[0.023642,51.549969]]]"
Thu Jul 26 15:56:59 +0000 2018,1251495529,Choose mineral sunscreen this summer #spf #sunprotection #alumiermduk #hounslow #urskinbeauty #skinclinic @ UrSkin Beauty &amp; Laser Clinic https://t.co/LShMghQo2I,Choose mineral sunscreen this summer #spf #sunprotection #alumiermduk #hounslow #urskinbeauty #skinclinic @ UrSkin… https://t.co/pkz0iCqgx5,Hounslow,51.46519388,-0.36495209,"[-0.36495209,51.46519388]","[[[-0.457966,51.420633],[-0.457966,51.502851],[-0.243419,51.502851],[-0.243419,51.420633]]]"
Thu Jul 26 15:57:23 +0000 2018,394635274,"Happy 75th Birthday to Mick Jagger! ⚡️
—
We’re celebrating the worlds ultimate and most elusive rock &amp; roll icon through Arthur Elgort’s phenomenal portraits of The Rolling Stones. We also… https://t.co/KeTZyM9CmB","Happy 75th Birthday to Mick Jagger! ⚡️
—
We’re celebrating the worlds ultimate and most elusive rock &amp; roll icon th… https://t.co/dJR8ymz4b3",Paddington,51.5194623,-0.1554041,"[-0.1554041,51.5194623]","[[[-0.21607,51.509879],[-0.21607,51.539792],[-0.13016,51.539792],[-0.13016,51.509879]]]"
Thu Jul 26 15:57:25 +0000 2018,23023435,,Want to work in #London? View our latest opening: https://t.co/JeMA1VqEw9 #Clerical #Job #Jobs #Hiring #CareerArc,London,51.5073509,-0.1277583,"[-0.1277583,51.5073509]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:57:27 +0000 2018,49562007,,I'm at Terminal 5 - @heathrowairport in Hounslow https://t.co/k16mPfu8EO,Hillingdon,51.47187203,-0.48773132,"[-0.48773132,51.47187203]","[[[-0.508684,51.455116],[-0.508684,51.619006],[-0.376038,51.619006],[-0.376038,51.455116]]]"
Thu Jul 26 15:57:36 +0000 2018,21762679,"See our latest #London, England #job and click to apply: Senior Sales Specialist- Insights &amp; Big Data - https://t.co/1wTHnURrr2 #Sales #Hiring #CareerArc","See our latest #London, England #job and click to apply: Senior Sales Specialist- Insights &amp; Big Data -… https://t.co/Ht4l7XBiff",London,51.5073509,-0.1277583,"[-0.1277583,51.5073509]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:58:03 +0000 2018,108486897,"Looking for a unique work environment? Rolling foothills and postcard-worthy views of sun and surf surround our idyllic Residence Club, where families and pleasure-seekers come to play. Apply to our Shift Engineer at England today! https://t.co/mjdnTNWl6a #FacilitiesMgmt #Job",Looking for a unique work environment? Rolling foothills and postcard-worthy views of sun and surf surround our idy… https://t.co/8tCZXvnfst,Poplar,51.510102,-0.07798,"[-0.07798,51.510102]","[[[-0.080028,51.48432],[-0.080028,51.545341],[0.009989,51.545341],[0.009989,51.48432]]]"
Thu Jul 26 15:58:11 +0000 2018,275075320,,Pochettino calls on Tottenham fringe players to stake claim in depleted squad https://t.co/fLdGM0tNMN https://t.co/UKJ0BoIxYm,Tottenham,51.6026116,-0.06519042,"[-0.06519042,51.6026116]","[[[-0.170246,51.564585],[-0.170246,51.611218],[-0.034078,51.611218],[-0.034078,51.564585]]]"
Thu Jul 26 15:58:18 +0000 2018,22091545,"See our latest #Slough, England #job and click to apply: Digital Marketing Manager - 1 year FTC - https://t.co/XhhkfYQ6yp #Marketing #Hiring #CareerArc","See our latest #Slough, England #job and click to apply: Digital Marketing Manager - 1 year FTC -… https://t.co/dtI10OCGNB",Slough,51.5105384,-0.5950406,"[-0.5950406,51.5105384]","[[[-0.660061,51.490484],[-0.660061,51.538905],[-0.525138,51.538905],[-0.525138,51.490484]]]"
Thu Jul 26 15:58:21 +0000 2018,758912575,"Latitude Festival, voted the UK's best major festival of 2017, combines music, film, theatre, dance and much much more to create an atmosphere like no other. Read all about the fabulous, one-of-a-kind, Latitude Festival! https://t.co/aIHaQcuwmY https://t.co/luYxGeuw64","Latitude Festival, voted the UK's best major festival of 2017, combines music, film, theatre, dance and much much m… https://t.co/uhdDDZQx2m",East,52.338267,1.600668,"[1.600668,52.338267]","[[[-0.74578,51.448222],[-0.74578,52.992679],[1.768936,52.992679],[1.768936,51.448222]]]"
Thu Jul 26 15:58:36 +0000 2018,22569821,,"If you're looking for work in #Slough, England, check out this #job: https://t.co/yf6bq0sXcQ #Media #Hiring #CareerArc",Slough,51.5105384,-0.5950406,"[-0.5950406,51.5105384]","[[[-0.660061,51.490484],[-0.660061,51.538905],[-0.525138,51.538905],[-0.525138,51.490484]]]"
Thu Jul 26 15:59:12 +0000 2018,1251495529,Choose mineral sunscreen #spf #suncream #skiniclinic #isleworth #middlesex #hounslow #hounsloweast #urskinbeauty @ UrSkin Beauty &amp; Laser Clinic https://t.co/iXL1OXeA9t,Choose mineral sunscreen #spf #suncream #skiniclinic #isleworth #middlesex #hounslow #hounsloweast #urskinbeauty @… https://t.co/IYoIDbFyD9,Hounslow,51.46519388,-0.36495209,"[-0.36495209,51.46519388]","[[[-0.457966,51.420633],[-0.457966,51.502851],[-0.243419,51.502851],[-0.243419,51.420633]]]"
Thu Jul 26 15:59:21 +0000 2018,1492723310,"Why listen to chitter chatter when every step I take is a step to success. 
Listening to people hating will only slow you down. 
@MavMizzy 
@bgr_missrlee 
jnwiseuk 
rwntfilms… https://t.co/HS1fFheZis","Why listen to chitter chatter when every step I take is a step to success. 
Listening to people hating will only sl… https://t.co/X7TkK6FleA",Bromley,51.41666667,-0.03333333,"[-0.03333333,51.41666667]","[[[-0.080526,51.343417],[-0.080526,51.445223],[0.133124,51.445223],[0.133124,51.343417]]]"
Thu Jul 26 15:59:22 +0000 2018,23222505,"See our latest #London, England #job and click to apply: Financial Controls &amp; Oversight Senior Consultant - https://t.co/VG1P3XG3kO #Finance #Hiring #CareerArc","See our latest #London, England #job and click to apply: Financial Controls &amp; Oversight Senior Consultant -… https://t.co/5XiFclTfPP",London,51.5073509,-0.1277583,"[-0.1277583,51.5073509]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:59:35 +0000 2018,23132297,,"If you're looking for work in #London, England, check out this #job: https://t.co/w33L7ZKyU0 #HR #Hiring #CareerArc",London,51.5073509,-0.1277583,"[-0.1277583,51.5073509]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 15:59:37 +0000 2018,24617251,,"See our latest #London, England #job and click to apply: Senior Systems Engineer - https://t.co/T9ZqPKYmNy #Microsoft #Hiring #CareerArc",London,51.5073509,-0.1277583,"[-0.1277583,51.5073509]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:00:04 +0000 2018,469453776,,"Wimbledon UK - Stormy, much precipitation. Now:36.3C - Full Details at https://t.co/dWIbjAjP34",Merton,51.39666667,-0.23722222,"[-0.23722222,51.39666667]","[[[-0.254269,51.379947],[-0.254269,51.441804],[-0.124309,51.441804],[-0.124309,51.379947]]]"
Thu Jul 26 16:00:41 +0000 2018,132550870,"Are you excited to see @dannic @ministry_club on 17th August??

Tag a friend to bring along👇🔥 @ Ministry of Sound Club https://t.co/q6oqWEJZvk","Are you excited to see @dannic @ministry_club on 17th August??

Tag a friend to bring along👇🔥 @ Ministry of Sound C… https://t.co/KR98yKRb8K",Camberwell,51.4974845,-0.0994055,"[-0.0994055,51.4974845]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 16:00:52 +0000 2018,1904497855,Today we championed our All Means All Diversity initiative! Each pillar showcased all the amazing events and the positive influence they have had and explained why everyone should get involved! #AllmeansAll #GenderM #PrideM #EnableM #GenerationM #CultureM #MakeADifference https://t.co/xugQJFl3EO,Today we championed our All Means All Diversity initiative! Each pillar showcased all the amazing events and the po… https://t.co/eP845XY93K,Camden Town,51.52000004,-0.11929803,"[-0.11929803,51.52000004]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 16:00:54 +0000 2018,7.68E+17,"Don’t get stuck in the Tube on the hottest day of the year...Before heading home, come to #mber and taste our fabulous, new signature summer special #cocktail , Chang E’s Elixir - Aromatic… https://t.co/PHviw3uHcU","Don’t get stuck in the Tube on the hottest day of the year...Before heading home, come to #mber and taste our fabul… https://t.co/37jv1xvVZO",City of London,51.5104621,-0.0855448,"[-0.0855448,51.5104621]","[[[-0.112442,51.5068],[-0.112442,51.522161],[-0.073379,51.522161],[-0.073379,51.5068]]]"
Thu Jul 26 16:01:08 +0000 2018,7.02E+17,,3M to pay $9.1 million over defective military ear plugs https://t.co/eP7xDyYy9T https://t.co/tfPkYQLzha,Barnet,51.60664115,-0.19833863,"[-0.19833863,51.60664115]","[[[-0.292579,51.555179],[-0.292579,51.66859],[-0.12921,51.66859],[-0.12921,51.555179]]]"
